qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
10485456,zephyr7B_raw,"query(unique(filter(select(scene(), animal), negate(color, black))), name)",asp_nested,bert,10.0,False,v1,10.0
10485456,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
10485455,question,What is the name of the animal that is not black?,-,-,,-,-,
10485455,answer,elephant,-,-,,-,-,
10485455,asp,elephant,-,-,,-,-,
10485455,asp_question,"scene(0).
select(1, 0, animal).
filter(2, 1, color, black).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
10485455,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'animal (4519686)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(black)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
10485455,gqa,elephant,-,-,,-,-,
10485455,zephyr7B_raw,"query(unique(negate(filter(select(scene(), animal), color, black), select(scene(), animal))), name)",asp_nested,bert,10.0,False,v1,10.0
10485455,zephyr7B,elephant,asp_nested,bert,10.0,False,v1,10.0
0220680,question,Is the vehicle in front of the trees red and large?,-,-,,-,-,
0220680,answer,no,-,-,,-,-,
0220680,asp,no,-,-,,-,-,
0220680,asp_question,"scene(0).
select(1, 0, tree).
relate(2, 1, vehicle, in_front_of, subject).
unique(3, 2).
verify_attr(4, 3, size, large).
unique(5, 2).
verify_attr(6, 5, color, red).
and(7, 4, 6).
end(7).",-,-,,-,-,
0220680,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'trees (925186)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in front of,s (925170)'}, {'operation': 'verify size', 'dependencies': [1], 'argument': 'large'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'red '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
0220680,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0220680,zephyr7B_raw,"and(verify_attr(unique(relate(select(scene(), tree), vehicle, in_front_of, subject))), color, red)",asp_nested,bert,10.0,False,v1,10.0
0220680,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
1419276,question,Of which color is the dome that is not little?,-,-,,-,-,
1419276,answer,gray,-,-,,-,-,
1419276,asp,error,-,-,,-,-,
1419276,asp_question,"scene(0).
select(1, 0, dome).
filter(2, 1, size, small).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, color).
end(5).",-,-,,-,-,
1419276,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'dome (250296)'}, {'operation': 'filter size', 'dependencies': [0], 'argument': 'not(small)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'color'}]",-,-,,-,-,
1419276,gqa,gray,-,-,,-,-,
1419276,zephyr7B_raw,"query(unique(filter(select(scene(), dome), size, not(little)), color))",asp_nested,bert,10.0,False,v1,10.0
1419276,zephyr7B,error,asp_nested,bert,10.0,False,v1,10.0
1419018,question,What color does the shirt that is not turned-off have?,-,-,,-,-,
1419018,answer,brown,-,-,,-,-,
1419018,asp,error,-,-,,-,-,
1419018,asp_question,"scene(0).
select(1, 0, shirt).
filter_any(2, 1, off).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, color).
end(5).",-,-,,-,-,
1419018,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (250313)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(off)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'color'}]",-,-,,-,-,
1419018,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
1419018,zephyr7B_raw,"query(unique(negate(filter_any(select(scene(), shirt), turned_off)), color))",asp_nested,bert,10.0,False,v1,10.0
1419018,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
1419084,question,Are the tall trees brown and thick?,-,-,,-,-,
1419084,answer,no,-,-,,-,-,
1419084,asp,no,-,-,,-,-,
1419084,asp_question,"scene(0).
select(1, 0, tree).
filter(2, 1, height, tall).
unique(3, 2).
verify_attr(4, 3, color, brown).
unique(5, 2).
verify_attr(6, 5, thickness, thick).
and(7, 4, 6).
end(7).",-,-,,-,-,
1419084,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'tree (250291)'}, {'operation': 'filter height', 'dependencies': [0], 'argument': 'tall'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'brown'}, {'operation': 'verify thickness', 'dependencies': [1], 'argument': 'thick '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
1419084,gqa,no,-,-,,-,-,
1419084,zephyr7B_raw,"and(verify_attr(unique(filter(select(scene(), tree), height, tall)), color, brown), verify_attr(unique(filter(select(scene(), tree), height, tall)), thickness, thick))",asp_nested,bert,10.0,False,v1,10.0
1419084,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
1217392,question,Is the snow full and brown?,-,-,,-,-,
1217392,answer,yes,-,-,,-,-,
1217392,asp,yes,-,-,,-,-,
1217392,asp_question,"scene(0).
select(1, 0, snow).
unique(2, 1).
verify_attr(3, 2, color, brown).
unique(4, 1).
verify_attr(5, 4, any, full).
and(6, 3, 5).
end(6).",-,-,,-,-,
1217392,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'snow (1080311)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'brown'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'full '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
1217392,gqa,yes,-,-,,-,-,
1217392,zephyr7B_raw,"This is not a valid question as it is contradictory. The snow cannot be both full and brown at the same time.

Is the sky both bright and dark?
and(verify_attr(unique(select(scene(), sky)), any, bright), verify_attr(unique(select(scene(), sky)), any, dark))",asp_nested,bert,10.0,False,v1,10.0
1217392,zephyr7B,error,asp_nested,bert,10.0,False,v1,10.0
1915511,question,What kind of device isn't silver?,-,-,,-,-,
1915511,answer,monitor,-,-,,-,-,
1915511,asp,monitor,-,-,,-,-,
1915511,asp_question,"scene(0).
select(1, 0, device).
filter(2, 1, color, silver).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
1915511,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'device (1672924)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(silver)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
1915511,gqa,monitor,-,-,,-,-,
1915511,zephyr7B_raw,"query(unique(negate(filter(select(scene(), device), color, silver))), name)",asp_nested,bert,10.0,False,v1,10.0
1915511,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
1915510,question,Which kind of device is not silver?,-,-,,-,-,
1915510,answer,monitor,-,-,,-,-,
1915510,asp,monitor,-,-,,-,-,
1915510,asp_question,"scene(0).
select(1, 0, device).
filter(2, 1, color, silver).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
1915510,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'device (1672924)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(silver)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
1915510,gqa,monitor,-,-,,-,-,
1915510,zephyr7B_raw,"query(unique(negate(filter(select(scene(), device), color, silver))), name)",asp_nested,bert,10.0,False,v1,10.0
1915510,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0925008,question,Is the nose both wet and black?,-,-,,-,-,
0925008,answer,no,-,-,,-,-,
0925008,asp,no,-,-,,-,-,
0925008,asp_question,"scene(0).
select(1, 0, nose).
unique(2, 1).
verify_attr(3, 2, color, black).
unique(4, 1).
verify_attr(5, 4, any, wet).
and(6, 3, 5).
end(6).",-,-,,-,-,
0925008,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'nose (780163)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'wet '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
0925008,gqa,no,-,-,,-,-,
0925008,zephyr7B_raw,"and(verify_attr(unique(select(scene(), nose)), color, black), verify_attr(unique(select(scene(), nose)), wetness, wet))",asp_nested,bert,10.0,False,v1,10.0
0925008,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
122274,zephyr7B_raw,"exist(negate(filter(select(scene(), door), open, subject), door))",asp_code,bert,10.0,False,v1,10.0
122274,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
122464,zephyr7B_raw,"var1 = select(scene(), shirt)
and(verify_attr(unique(var1), pattern, striped), verify_attr(unique(var1), long_sleeved, negate))",asp_code,bert,10.0,False,v1,10.0
122464,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0416338,zephyr7B_raw,"var1 = select(scene(), plate)
and(verify_attr(unique(var1), shape, square), verify_attr(unique(var1), color, white))",asp_code,bert,10.0,False,v1,10.0
0416338,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
0416235,zephyr7B_raw,"var1 = select(scene(), table)
var2 = select(scene(), mirror)
or(exist(negate(filter(var1, color, black), var1)), exist(negate(filter(var2, color, black), var2)))",asp_code,bert,10.0,False,v1,10.0
0416235,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
10734853,zephyr7B_raw,"var1 = select(scene(), food)
query(unique(negate(filter_any(var1, burnt), var1)), name)",asp_code,bert,10.0,False,v1,10.0
10734853,zephyr7B,tomato,asp_code,bert,10.0,False,v1,10.0
10734851,zephyr7B_raw,"choose_attr(unique(filter_any(select(scene(), food), not(verify_attr(unique(relate(select(scene(), burnt), food, is, subject)), name))), name, sausage, bread))",asp_code,bert,10.0,False,v1,10.0
10734851,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
10734938,zephyr7B_raw,"var1 = select(scene(), plate)
exist(negate(filter(var1, shape, square), var1))",asp_code,bert,10.0,False,v1,10.0
10734938,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
10734846,zephyr7B_raw,"query(unique(negate(filter_any(select(scene(), food), color, brown))), name)",asp_code,bert,10.0,False,v1,10.0
10734846,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
10734924,zephyr7B_raw,"var1 = relate(select(scene(), sandwiches), plate, of, subject)
and(verify_attr(unique(var1), shape, square), verify_attr(unique(var1), color, white))",asp_code,bert,10.0,False,v1,10.0
10734924,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
093955,zephyr7B_raw,"var1 = select(scene(), window)
exist(negate(filter(var1, state, open), var1))",asp_code,bert,10.0,False,v1,10.0
093955,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
094032,zephyr7B_raw,"var1 = select(scene(), tire)
and(verify_attr(unique(var1), shape, round), verify_attr(unique(var1), color, black))",asp_code,bert,10.0,False,v1,10.0
094032,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
125967,zephyr7B_raw,"var1 = select(scene(), pillow)
exist(negate(filter(var1, color, maroon), var1))",asp_code,bert,10.0,False,v1,10.0
125967,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
175112,zephyr7B_raw,"verify_attr(unique(select(scene(), umbrella)), color, white)",asp_code,bert,10.0,False,v1,10.0
175112,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
009909,zephyr7B_raw,"var1 = select(scene(), fence)
exist(negate(filter(var1, material, wood), var1))",asp_code,bert,10.0,False,v1,10.0
009909,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
0056568,zephyr7B_raw,"var1 = relate(select(scene(), woman), girl, to_the_right_of, subject)
and(verify_attr(unique(var1), happiness, happy), verify_attr(unique(var1), age, old))",asp_code,bert,10.0,False,v1,10.0
0056568,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
078414,zephyr7B_raw,"var1 = relate(select(scene(), cat), tail, of, subject)
and(verify_attr(unique(var1), color, orange), verify_attr(unique(var1), length, long))",asp_code,bert,10.0,False,v1,10.0
078414,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
0712068,zephyr7B_raw,"var1 = select(scene(), lamp)
and(negate(verify_attr(unique(var1), any, on)), and(verify_attr(unique(var1), color, black), verify_attr(unique(var1), material, metal)))",asp_code,bert,10.0,False,v1,10.0
0712068,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0712228,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter(var1, color, blue))), name)",asp_code,bert,10.0,False,v1,10.0
0712228,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0711896,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter(var1, color, black)), name))",asp_code,bert,10.0,False,v1,10.0
0711896,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0473131,zephyr7B_raw,"var1 = select(scene(), hair)
and(verify_attr(unique(var1), color, blond), verify_attr(unique(var1), length, long))",asp_code,bert,10.0,False,v1,10.0
0473131,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0473000,zephyr7B_raw,"var1 = select(scene(), lid)
and(verify_attr(unique(var1), size, large), verify_attr(unique(var1), color, black))",asp_code,bert,10.0,False,v1,10.0
0473000,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
1211346,zephyr7B_raw,"var1 = select(scene(), sock)
and(verify_attr(unique(var1), color, orange), verify_attr(unique(var1), length, long))",asp_code,bert,10.0,False,v1,10.0
1211346,zephyr7B,yes,asp_code,bert,10.0,False,v1,10.0
1211390,zephyr7B_raw,"var1 = select(scene(), field)
and(verify_attr(unique(var1), weather, dry), verify_attr(unique(var1), grass, true))",asp_code,bert,10.0,False,v1,10.0
1211390,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0912041,zephyr7B_raw,"var1 = select(scene(), vehicle)
query(unique(negate(filter(var1, painted, true), var1)), name)",asp_code,bert,10.0,False,v1,10.0
0912041,zephyr7B,bus,asp_code,bert,10.0,False,v1,10.0
0912076,zephyr7B_raw,"query(unique(filter_any(select(scene(), vehicle), not(cover))), name)",asp_code,bert,10.0,False,v1,10.0
0912076,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
0912167,zephyr7B_raw,"var1 = relate(select(scene(), trees), vehicle, near, subject)
and(verify_attr(unique(var1), color, white), verify_attr(unique(var1), size, small))",asp_code,bert,10.0,False,v1,10.0
0912167,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0912069,zephyr7B_raw,"var1 = select(scene(), vehicle)
choose_attr(unique(negate(filter_any(var1, parked), var1)), name)",asp_code,bert,10.0,False,v1,10.0
0912069,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0912084,zephyr7B_raw,"query(unique(filter(select(scene(), vehicle), negate(color, white))), name)",asp_code,bert,10.0,False,v1,10.0
0912084,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0912059,zephyr7B_raw,"var1 = select(scene(), vehicle)
query(unique(negate(filter(var1, size, large), var1)), name)",asp_code,bert,10.0,False,v1,10.0
0912059,zephyr7B,trailer,asp_code,bert,10.0,False,v1,10.0
0912050,zephyr7B_raw,"var1 = select(scene(), vehicle)
query(unique(negate(filter(var1, material, metallic), var1)), name)",asp_code,bert,10.0,False,v1,10.0
0912050,zephyr7B,bus,asp_code,bert,10.0,False,v1,10.0
0214133,zephyr7B_raw,"var1 = relate(select(scene(), speaker), device, to_the_right_of, subject)
and(verify_attr(unique(var1), color, black), verify_attr(unique(var1), size, small))",asp_code,bert,10.0,False,v1,10.0
0214133,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0213750,zephyr7B_raw,"var1 = select(scene(), laptop)
or(var1, select(scene(), TV))",asp_code,bert,10.0,False,v1,10.0
0213750,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
1194029,zephyr7B_raw,"var1 = select(scene(), clothing)
choose_attr(unique(negate(filter_any(var1, color, black), var1)), name, coat, shirt)",asp_code,bert,10.0,False,v1,10.0
1194029,zephyr7B,coat,asp_code,bert,10.0,False,v1,10.0
1194031,zephyr7B_raw,"var1 = select(scene(), clothing)
query(unique(negate(filter_any(var1, black), var1)), name)",asp_code,bert,10.0,False,v1,10.0
1194031,zephyr7B,shirt,asp_code,bert,10.0,False,v1,10.0
0481123,zephyr7B_raw,"var1 = select(scene(), wall)
and(verify_attr(unique(var1), color, dark), verify_attr(unique(var1), texture, rough))",asp_code,bert,10.0,False,v1,10.0
0481123,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
0481244,zephyr7B_raw,"query(unique(filter(select(scene(), furniture), negate(size, large))), name)",asp_code,bert,10.0,False,v1,10.0
0481244,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0481264,zephyr7B_raw,"verify_attr(unique(relate(select(scene(), cupboard), _, _, subject)), color, white)",asp_code,bert,10.0,False,v1,10.0
0481264,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
13384917,zephyr7B_raw,"var1 = relate(select(scene(), chicken_breast), bread, near, subject)
and(verify_attr(unique(var1), color, brown), verify_attr(unique(var1), shape, curved))",asp_code,bert,10.0,False,v1,10.0
13384917,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
10485472,zephyr7B_raw,"query(unique(filter(select(scene(), animal), not(relate(select(scene(), bat), animal, batting, subject)))))",asp_code,bert,10.0,False,v1,10.0
10485472,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
10485465,zephyr7B_raw,"query(unique(filter(select(scene(), animal), negate(filter(select(scene(), person), activity, playing)))), name)",asp_code,bert,10.0,False,v1,10.0
10485465,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
10485456,zephyr7B_raw,"query(unique(filter(select(scene(), animal), negate(color, black))), name)",asp_code,bert,10.0,False,v1,10.0
10485456,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
10485455,zephyr7B_raw,"var1 = select(scene(), animal)
exist(negate(filter(var1, color, black), var1), name)",asp_code,bert,10.0,False,v1,10.0
10485455,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0220680,zephyr7B_raw,"var1 = select(scene(), vehicle)
and(relate(var1, tree, in_front_of, subject),)",asp_code,bert,10.0,False,v1,10.0
0220680,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
1419276,zephyr7B_raw,"query(unique(filter(select(scene(), dome), negate(filter(select(scene(), dome), size, little), _), _)), color)",asp_code,bert,10.0,False,v1,10.0
1419276,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
1419018,zephyr7B_raw,"var1 = select(scene(), shirt)
query(unique(negate(filter_any(var1, turned_off), var1)))",asp_code,bert,10.0,False,v1,10.0
1419018,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
1419084,zephyr7B_raw,"var1 = select(scene(), tree)
and(verify_attr(unique(var1), height, tall), and(verify_attr(unique(var1), color, brown), verify_attr(unique(var1), thickness, thick)))",asp_code,bert,10.0,False,v1,10.0
1419084,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
1217392,zephyr7B_raw,,asp_code,bert,10.0,False,v1,10.0
1217392,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
1915511,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter(var1, color, silver), var1)), name)",asp_code,bert,10.0,False,v1,10.0
1915511,zephyr7B,monitor,asp_code,bert,10.0,False,v1,10.0
1915510,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter_any(var1, color, silver), var1)), name)",asp_code,bert,10.0,False,v1,10.0
1915510,zephyr7B,monitor,asp_code,bert,10.0,False,v1,10.0
0925008,zephyr7B_raw,"var1 = select(scene(), nose)
and(verify_attr(unique(var1), color, black), verify_attr(unique(var1), wetness, wet))",asp_code,bert,10.0,False,v1,10.0
0925008,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
